name,amount,unit
Mozzarella ,160,g
Kirschtomate(n) ,500,g
Honig ,1,EL
"Rote Bete, Gelbe Bete und Orange Bete, gemischt",1,kg
"Karotte(n), bunte",1,kg
Zitronensaft ,2,EL
"Obstessig, z. B. Apfelessig",1,EL
"Öl, neutrales",1,EL
"Zucker, braun ",1,EL
Salz und Pfeffer ,,
Kreuzkümmel ,,n.B
Salatgurke(n) ,1,
"Dill, TK",½,Pck
Knoblauchzehe(n) ,1,
Sahnejoghurt ,200,g
"Heidelbeeren, TK",150,g
Zucker ,175,g
Zucker ,1,EL
Vanillezucker ,2,Pck
Speisestärke ,25,g
Speisestärke ,1,TLgehäuft
Doppelrahmfrischkäse ,150,g
"Ei(er), Größe M ",5,
Zitrone(n) ,2,
"Butter, weiche ",250,g
Salz ,1,Prisen
Mehl ,300,g
Backpulver ,4,TLgestr
Buttermilch ,2,EL
"Kuvertüre, weiße ",200,g
Butter und Mehl für die Form ,,etwas
Frischhaltefolie ,,etwas
Honig ,500,
Vanillezucker ,1,Pck
Zitrone(n) ,2,große
"Schnaps, klarer, oder Rum",1,Flasche
"Milch, je etwa 250 ml",2,Tasse/n
Kakao ,2,EL
Honig ,1,TL
Zimt ,1,TL
Kurkuma ,1,TL
Chili ,,etwas
Rosenkohl ,1,kg
"Birne(n), feste",3,
Zitrone(n) ,½,
Olivenöl ,3,EL
Salz und Pfeffer ,,
Honig ,2,EL
Aceto balsamico ,2,EL
Walnüsse ,60,g
Pecorino ,60,g
Hähnchenbrust ,500,g
Knoblauch ,1,Zehe/n
"Ingwer, frischer",1,Stücke
Ei(er) ,1,
Sojasauce ,1,EL
Teriyakisauce ,1,EL
Maisstärke ,1,TL
Garam Masala ,1,TLgehäuft
Ras el Hanout ,½,TL
"Pfeffer, frisch gemahlen",1,Prisen
Korianderpulver ,1,Prisen
"Zwiebel(n), rot ",2,kleine
Karotte(n) ,1,große
"Paprikaschote(n), rot ",1,
"Paprikaschote(n), gelb ",1,
Champignons ,3,
Pak Choi ,1,Kopf
Öl ,,n.B
Erdnussbutter ,3,EL
Cashewnüsse ,1,Handvoll
Wasser ,200,ml
Sojasauce ,1,EL
Teriyakisauce ,1½,EL
Garam Masala ,1,TLgehäuft
Paprikapulver ,½,TLgehäuft
Ras el Hanout ,½,TLgehäuft
Honig ,1,EL
Sambal Oelek ,1,TL
Salz ,1½,TL
Pfeffer ,1,Prisen
"Quittensaft, aus frisches Quitten selber gekocht",650,ml
"Limette(n), ca. 100 ml",2,
Gelierfix ,1,Pck
Zucker ,400,g
"Paprikaschote(n), rot ",3,m.-große
Knoblauchzehe(n) ,2,
"Petersilie, gehackt",3,EL
Olivenöl ,4,EL
Sherryessig ,2,EL
Meersalz ,1,Prisen
Hühnerbrustfilet(s) ,750,g
Zwiebel(n) ,2,m.-große
Knoblauchzehe(n) ,6,
"Ingwer, daumengroß",1,Stücke
Zimtstange(n) ,1,große
Gewürznelke(n) ,7,
Kurkuma ,1,TL
"Garam Masala, nach Zutatenliste weiter unten*",3,TLgehäuft
Samen (Mixed Seeds) nach Zutatenliste weiter unten,3,TLgehäuft
Tomatenmark ,2,EL
Koriandergrün ,5,Zweig/e
Ghee ,1,ELgehäuft
"Kokosmilch, ungesüßte (ca. 400 ml)",1,Dose
Salatgurke(n) ,1,
Schafsjoghurt ,260,g
"Minze, frisch gehackte",3,EL
Kreuzkümmel ,2,Teil/e
Senfkörner ,1,Teil/e
"Linsen, weiße",1,Teil/e
Kreuzkümmelpulver ,1,Teil/e
"Chilipulver, extra scharf",1,Teil/e
Korianderpulver ,1,Teil/e
"Pfeffer, gemahlener",1,Teil/e
Kartoffel(n) ,1,kg
Corned Beef ,2,Dose/n
Tomatenmark ,2,Tube/n
Zwiebel(n) ,4,
Fett für die Form ,,
Salz und Pfeffer ,,
"Paprikapulver, edelsüß oder rosenscharf",,
Wasser ,1,Tasse/n
"Tomate(n), grüne",6,
Mehl ,8,EL
Ei(er) ,1,kleines
"Parmesan, gerieben ",8,ELgehäuft
Paniermehl ,10,ELgehäuft
Gemüsebrühepulver ,,etwas
"Salz und Pfeffer, frisch gemahlen",,etwas
Olivenöl zum Braten ,,etwas
"Tomate(n), grüne",6,m.-große
Zwiebel(n) ,2,m.-große
Zucker ,1,EL
Weißweinessig ,,etwas
"Salz und Pfeffer, frisch gemahlen",,etwas
Olivenöl ,2,EL
"Karotte(n), in Streifen geschnitten",1,evtl
Wirsing ,1,Kopf
Knoblauch ,2,Zehe/n
Zwiebel(n) ,1,kleine
Rinderhackfleisch ,300,g
"Bergkäse am Stück, z. B. Gruyère",200,g
Sahne ,200,g
Gemüsebrühe ,125,ml
Salz und Pfeffer ,,
Orangenpfeffer ,,
"Paprikapulver, geräuchert ",,
Kümmel ,,
"Ciabattabrötchen (Ciabattini, s. Anhang)",2,
Olivenöl ,,n.B
"Schnittlauchröllchen, frisch, zum Bestreuen",,n.B
"Chiliflocken, rot, getrocknet, zum Bestreuen",,n.B
"Zwiebel(n), rot ",4,kleine
"Knoblauchzehe(n), frische",4,m.-große
"Tomate(n), vollreif",4,m.-große
Olivenöl extra vergine,2,EL
Tomatenmark ,1,EL
Hühnerbrühe (Kraftbouillon),1,TLgestr
Maiskörner aus der Dose,1,EL
"Tomatenpaprika, rot",,
"Tomatenpaprika, gelb",,
"Tomatenpaprika, grün",,
"Tomate(n), vollreif",1,m.-große
"Oliven, schwarze, entkernt, aus dem Glas",4,
Olivenöl extra vergine,1,EL
Zucker ,1,TLgestr
"Aceto balsamico Tradizionale, (ersatzweise Aceto Balsamico di Modena)",1,TL
Hühnerbrühe (Kraftbouillon),1,TLgestr
"Pfeffer, schwarzer aus der Mühle",2,Prisen
Blüten und Blätter ,,n.B
"Gemüsezwiebel(n), braun",1,kleine
"Knoblauchzehe(n), frisch",2,m.-große
Sonnenblumenöl ,2,EL
Kokoswasser ,300,g
Gemüsebrühe (Kraftbouillon),8,g
"Kailan (Chinesischer Brokkoli), ersatzweise Blattspinat",3,Köpfe
Karotte(n) ,1,kleine
Kokosmilch ,100,g
Madeira ,2,EL
"Pfeffer, schwarzer aus der Mühle",1,TLgestr
"Muskatnuss, geriebene ",1,Prisen
Kardamompulver ,1,Msp
"Toastbrot, weiß oder Baguette",2,Scheibe/n
"Emmentaler, nussig",6,Scheibe/n
"Pfeffer, schwarzer aus der Mühle",2,Prisen
"Paprikapulver, edelsüß ",2,Prisen
"Basilikum, frisch",,n.B
Röstzwiebeln ,,n.B
Blüten und Blätter ,,n.B
Mangold ,1,kg
Kartoffel(n) ,600,g
Knoblauch ,2,Zehe/n
"Chilischote(n), rote",2,
Ingwer ,30,g
Zitronengras ,2,Stängel
"Currypaste, rote",50,g
Kokosmilch ,500,ml
Gemüsebrühe ,500,ml
Salz ,,evtl
Chilipulver ,,evtl
Öl ,,
Champignons oder gemischte Pilze,1,kg
Zwiebel(n) ,1,
"Spitzkohl, geputzt oder Kohlmischung, z. B. Spitzkohl, Wirsingkohl, Rotkohl, geputzt und nach Belieben Rosenk",500,g
Apfel (z. B. Topaz),1,großer
Zitronensaft ,,etwas
"Schinkenspeck, gewürfelt oder Räuchertofu, klein gewürfelt und ca. 2 EL Rapsöl oder Sonnenblumenöl",200,g
Butterschmalz ,,etwas
"Weißwein, trockener, ca",100,ml
"Gemüsebrühe, ca.",150,ml
"Salz und Pfeffer, schwarzer, frisch gemahlen",,
Kümmel ,,etwas
Crème fraîche mit oder ohne Kräuter (à 150 g),2,Becher
"Semmelknödel, gegart, ca.",10,m.-große
"Emmentaler, gerieben, ca.",80,g
Schnittlauch ,½,Bund
"Bratwürste, frische",3,
Kartoffel(n) ,500,g
Gewürzsalz für Pommes frites,2,EL
Zwiebel(n) ,1,m.-große
Mehl ,2,EL
Sonnenblumenöl ,4,EL
Tomatenketchup ,,n.B
Mayonnaise ,,n.B
Remoulade ,,n.B
Kartoffel(n) ,800,g
Oregano ,,
Salz und Pfeffer ,,
Knoblauchpulver ,,
Crème fraîche ,500,g
Hackfleisch ,500,g
Tomate(n) ,3,
Öl ,2,EL
"Emmentaler, gerieben",200,g
Sauerteig ,20,g
Roggenmehl Type 1150 ,450,g
Weizenmehl Type 1050 ,300,g
Ursalz oder Meersalz,20,g
"Wasser, lauwarm ",500,g
"Grünkernschrot, fein, aus dem Bioladen oder einer Mühle",150,g
Gemüsebrühe ,300,ml
Zwiebel(n) ,2,m.-große
Knoblauchzehe(n) ,2,m.-große
"Hefeflocken, aus dem Bioladen",6,EL
"Sonnenblumenöl, kaltgepresst",3,EL
"Butter, zerlassen",60,g
Zitronensaft ,,etwas
Majoran ,1,ELgehäuft
"Kräuter, frische oder getrocknete, z. B. Schnittlauch, Petersilie, Basilikum",,n.B
"Salz und Pfeffer, frisch gemahlen",,etwas
Muskatnuss ,,
"Senf, mittelscharfer ",1,ELgehäuft
"Ananas, frische",2,gr.Scheiben
Honigmelone(n) ,2,Stücke
Orange(n) ,1,
Kaki(s) ,2,
"Limette(n), den Saft davon",1,
Ingwer ,1,Stücke
Kurkuma ,1,Stücke
Leinöl ,1,EL
"Kartoffel(n), bereits gekocht",200,g
Mandelmilch (Mandeldrink) oder eine andere pflanzliche Milch,50,ml
"Margarine, vegane",125,g
Zucker ,200,g
Weizenmehl ,3,EL
Dinkelmehl ,220,g
Backpulver ,2,TL
Lebkuchengewürz ,15,g
"Nüsse, gemahlen",200,g
"Zitronenschale, geriebene, optional",1,TL
Zartbitterkuvertüre ,200,g
Kokosöl ,1,TLgehäuft
Pfirsich(e) mit Saft (Hälften oder stückig),2,gr.Dose/n
Blue Curaçao ,½,Liter
Sekt ,2,Flaschen
Vanilleeis ,1,Liter
"Sojasauce (Kecap Tim Ikan 2), siehe Anleitung",2,EL
Arak Masak ,2,EL
Tapiokamehl ,2,TL
"Zwiebel(n), rot",2,kleine
"Knoblauchzehe(n), frisch",2,m.-große
Weißkohl ,3,Blätter
"Pak Choi, frisch",2,Köpfe
Karotte(n) ,1,m.-große
Blumenkohl ,1,kleine
"Fischsauce, helle (kecap ikan)",2,EL
Kokoswasser ,4,EL
Hühnerbrühe (Kraftbouillon),2,g
Arak Masak ,2,EL
Tapiokamehl ,1,TL
"Fischfilet(s), frisch oder TK",180,g
"Shrimps,  klein, rot, gekocht, TK-Ware",60,g
"chinesische Eiernudeln, getrocknet",120,g
"Gurke(n) in Stücken, würzige, à la Hongkong, siehe Anleitung",4,EL
"Sambal (Sambal Bajak Laut), siehe Anleitung",2,EL
Mehl ,,etwas
"Erdnussöl, raffiniert, zum Frittieren, oder ein anderes Frittieröl",2,Liter
Sonnenblumenöl ,4,EL
"Butter, weiche ",200,g
Zucker ,200,g
Ei(er) ,4,
Zitronensaft ,2,EL
Mehl ,200,g
"Mandeln, gemahlen ",100,g
Backpulver ,1,TL
Himbeeren ,250,g
Heidelbeeren ,125,g
Ei(er) ,3,m.-große
Butter oder Margarine ,190,g
Zucker ,130,g
Weizenmehl Type 405 ,280,g
Kartoffelstärke ,70,g
Backpulver ,8,g
Vanillezucker ,8,g
"Mineralwasser, bei Bedarf etwas mehr",250,ml
Champignons ,500,g
Rinderhackfleisch ,400,g
Nudeln ,200,g
Schlagsahne ,300,ml
"Wasser, ca.",125,ml
Zwiebel(n) ,1,
Gemüsebrühwürfel ,1,
"Saucenbinder, hell",,wenig
Salz und Pfeffer ,,
Öl zum Braten ,,wenig
"Kürbis(se), z. B. Hokkaido",250,g
Sonnenblumenöl oder anderes neutrales Öl,3,EL
Mehl ,200,g
"Backpulver, gut gehäuft",1,TLgehäuft
"Zucker, braun ",180,g
Salz ,1,Prisen
Zimt ,1,TL
"Muskat, gerieben",½,TL
Sonnenblumenöl ,125,ml
Kokosmilch ,125,ml
"Kokosflocken, evtl. mehr für die Form",80,g
Walnüsse ,,
Fett für die Form ,,
Pita-Brot(e) ,1,
Olivenöl ,2,EL
Knoblauchpulver ,½,TL
Salz ,½,TL
Pfeffer ,½,TL
Dinkelmehl ,150,g
"Parmesan, fein gerieben",50,g
Butter ,100,g
Ei(er) ,4,große
Schmand ,200,g
Datteltomate(n) ,10,
Paprikaschote(n) ,1,
Brokkoliröschen ,150,g
Salz und Pfeffer ,,
Muskat ,,
Basilikum ,,
Thymian ,,
Butter für die Form ,,
"Wasser, lauwarm ",475,ml
Frischhefe ,15,g
Weizenmehl Type 405 ,500,g
Dinkelmehl Type 630 ,100,g
Roggenmehl Type 1150 ,100,g
Salz ,2,TL
Zucker ,1,Prisen
Saaten (Backsaatmischung),230,g
"Bohnen, grüne, TK",750,g
Zwiebel(n) ,1,kleine
Knoblauchzehe(n) ,4,
Margarine ,1,EL
Mehl ,1,EL
Gemüsebrühe ,300,ml
"Dill, TK",1,ELgehäuft
Crème fraîche oder saure Sahne,2,EL
Salz oder gekörnte Brühe,,
Nudeln ,200,g
Frischkäse ,150,g
Paprikaschote(n) ,2,
Basilikum ,1,Bund
Zucchini ,1,
Parmesan ,,n.B
Oregano ,,
"Paprikapulver, rosenscharf ",,
Salz und Pfeffer ,,
Pflanzenöl zum Braten,,etwas
Vollkorntoastbrot ,2,Scheibe/n
Pesto Rosso,2,TL
Käse z. B. Emmentaler oder Mozzarella,2,Scheibe/n
Kochschinken ,1,Scheibe/n
Rucola ,1,Handvoll
Cherrytomate(n) ,1,
Pfeffer ,,etwas
Hefe ,,Würfel
"Wasser, lauwarm ",4,EL
Dinkelvollkornmehl ,250,g
Zucker ,1,TL
"Wasser, lauwarm ",200,ml
Öl ,5,EL
Salz ,1,TL
Spinat ,200,g
Knoblauchzehe(n) ,1,
Kürbis(se) ,300,g
Hüttenkäse ,200,g
Pinienkerne ,25,g
Parmesan ,,n.B
Salz ,,
Muskatpulver ,,
Öl zum Braten und Beträufeln,,
Hähnchenschnitzel oder Putenschnitzel,4,
Öl ,3,EL
"Pesto, grünes ",4,TL
"Gouda, gerieben",75,g
Blumenkohl ,12,kg
Karotte(n) ,350,g
Champignons ,500,g
Zwiebel(n) ,1,
Majoran ,1,EL
Chiliflocken ,½,TL
Knoblauchgranulat ,½,TL
Paprikapulver ,1,TL
Mehl ,20,g
Gemüsebrühe ,450,ml
"Kochsahne, 7 % Fett",5,EL
Erbsen ,150,g
Petersilie ,1,EL
Butter ,1,EL
Salz und Pfeffer ,,
Kohlrabi oder Sellerieknolle,350,g
Dinkelmehl Type 630 ,50,g
"Ei(er), Größe S ",1,
Parmesan ,35,g
Semmelbrösel ,25,g
Meersalz ,½,TL
"Pfeffer, schwarzer ",,TL
Salatgurke(n) ,150,g
saure Sahne ,50,g
Knoblauchzehe(n) ,½,
Weißweinessig ,½,TL
Meersalz ,½,TL
Dill ,,etwas
"Pfeffer, schwarzer ",1,Prisen
Räucherspeck ,100,g
Rollgerste ,150,g
Wasser ,2,Liter
Selchfleisch ,400,g
Suppengrün ,1,Pck
Kartoffel(n) ,1,
Salz ,,etwas
Schweinefleisch ,1,kg
Rindfleisch ,1,kg
Zwiebel(n) ,2,
Möhre(n) ,2,
"Paprikaschote(n), rot ",2,
Lauch ,1,Stange/n
Schwarzbier (z.B. Köstritzer),2,Flaschen
Tomatenmark ,½,Tube/n
Lorbeerblätter ,2,
Wacholderbeere(n) ,5,
Pimentkörner ,5,
Salz ,2,TL
"Pfeffer, schwarzer, frisch gemahlen",2,TL
"Peperoni, scharf oder 1 TL scharfes Paprikapulver",1,
Öl zum Braten ,,
Möhre(n) ,600,g
Kartoffel(n) ,500,g
Gemüsebrühe ,1,Liter
Zwiebel(n) ,1,große
Pflanzenfett ,,wenig
Salz und Pfeffer ,,
"Paprikapulver, rosenscharf ",,
Chilipulver ,,
Äpfel ,2,
"Zucker, braun ",250,g
Zimt ,2,EL
Butter ,200,g
Mehl ,250,g
Backpulver ,1,Pck
Salz ,½,TL
Apfelmark ,120,g
Walnüsse ,2,Handvoll
Karamellsauce ,,etwas
"Spätzle, frisch",1,kg
Mehl ,400,g
Salz ,1½,TL
Ei(er) ,4,
Trockenhefe ,1½,Pck
Milch ,325,ml
"Crème fraîche mit Kräutern, je 150 - 200 g",3,Becher
Tomate(n) ,4,
Frühlingszwiebel(n) ,1,Bund
Speckwürfel ,250,g
"Gouda, gerieben",250,g
Zucchini ,400,g
Mehl ,10,EL
Ei(er) ,6,
Mineralwasser mit Kohlensäure,8,EL
"Petersilie, gehackt",,etwas
Salz ,,
Paprikaschote(n) ,2,
Feta-Käse ,100,g
"Butter, salzige, zum Braten",,etwas
Margarine ,190,g
Rohrzucker ,200,g
Natron ,4,g
Salz ,1,Prisen
Vanillezucker ,2,Pck
Mehl ,300,g
"Schokotropfen, zartbitter, vegan",200,g
Pomelo(s) ,½,
Walnüsse ,100,g
"Milch, 0,3 % - 1,5 % Fett",400,ml
Honig ,1,ELgehäuft
Vanillezucker ,1,Pck
Zimt ,,etwas
Schupfnudeln ,500,g
Sauerkraut ,400,g
Räuchertofu ,200,g
Sojasauce ,2,EL
Flüssigrauch ,½,TL
Knoblauchpulver ,½,TL
Ahornsirup ,1,TL
Cashewkerne ,30,g
Wasser ,200,ml
Hefeflocken ,4,EL
"Misopaste, hell",1,EL
Zitronensaft ,1,EL
Speisestärke ,1,EL
Salz ,1,TL
"Haferflocken, kernige ",300,g
Walnüsse ,70,g
"Haselnüsse, ganze",50,g
Mandelstifte ,30,g
"Haselnusscreme (Haselnuss-Milch-Creme), z. B. von Cay Gourmet",150,g
Rapskernöl ,30,g
"Salz, feines",½,TL
"Kuvertüre, weiße oder Schokolade nach Wahl",100,g
"Krokant (Erdnusskrokant), süß-salzig, z. B. von Dr. Oetker",50,g
Kokosöl oder Ghee,,
Garam Masala *,6,TLgehäuft
Gewürzmischung (Ingwer-Knoblauch Paste)*,3,TLgehäuft
Tomate(n) ,14,kg
"Zitrone(n), Schale davon, fein gehackt",½,
Karotte(n) ,250,g
"Linsen, gelbe",250,g
"Kartoffeln, festkochend ",500,g
"Bohnen, grüne ",250,g
Butternusskürbis(se) ,1,m.-großer
Koriander ,1,Bund
"Minze, die Blätter davon",6,Stängel
Eisbergsalat ,,n.B
Rucola ,,n.B
Süßkartoffel(n) ,200,g
Möhre(n) ,1,
Salatgurke(n) ,,n.B
Erdnüsse ,,n.B
"Paprikaschote(n), rot ",½,
Hähnchenbrust ,150,g
Erdnussbutter ,2,EL
"Zitrone(n), Saft davon",1,
Sojasauce ,1,EL
Wasser ,6,EL
Chilipulver ,,n.B
Schupfnudeln ,1,kg
Sauerkraut ,1,Dose
"Räucherspeck, vorzugsweise Schwarzwälder",100,g
Wacholderbeere(n) ,5,
Salz und Pfeffer ,,
Apfelmus oder Apfelkompott,1,Glas
Fett zum Braten ,,
Zwiebel(n) ,1,
Knoblauchzehe(n) ,1,
Kürbisfleisch ,600,g
Gemüsebrühe ,100,ml
Fusilli ,400,g
Walnusskerne ,80,g
Parmesan ,20,g
saure Sahne ,2,EL
Salz und Pfeffer ,,
Muskat ,,
Öl ,,
Buchweizennudeln ,150,g
Bärlauchblätter ,10,
"Tomate(n), getrocknete in Öl ",1,Glas
Walnusskerne ,60,g
"Olivenöl, natives",40,ml
Salz ,½,TL
Pfeffer ,,
Hähnchen ,1,großes
Wasser ,4,Liter
Kaffir-Limettenblätter ,6,
Zitronengras ,5,Stängel
Galgantwurzel geschält und in 4 - 5 Teile geteilt,1,Stücke
Salz ,,
Tom Ka-Paste ,3,Beutel
Tom Yum-Paste ,1,Beutel
Kokosmilch ,1½,Liter
"Sojasprossen, gegart",250,g
"Kartoffel(n), in kleinen Würfel, frittiert",300,g
"Tomate(n), gehäutet, entkernt, in Würfel",300,g
"Ei(er), hart gekocht, in Scheiben",8,
"Chinakohl, oder Weißkohl, blanchiert",1,kleiner
"Glasnudeln, gegart",2,Pck
"Basmatireis, gegart",150,g
"Zwiebel(n), rot, in feinen Spalten",4,
"Champignons, frische, in Scheiben",250,g
"Butter, weiche ",200,g
Zucker ,200,g
Vanillezucker ,1,Pck
Mehl ,300,g
Backpulver ,1,Pck
Milch ,225,ml
Rosinen ,100,g
Haferflocken ,100,g
Apfelmus ,1,Glas
Kompott (Kürbiskompott),1,Glas
Vanillepudding ,1,Pck
Sahne ,500,g
Milch ,200,ml
Eigelb ,7,
Zucker ,100,g
Maronenpüree ,250,g
"Marone(n), vorgegarte",100,g
Zucker ,4,EL
Avocado(s) ,1,
Knoblauch ,2,Zehe/n
Feta-Käse ,70,g
Limette(n) ,1,
Salz und Pfeffer ,,
"Kartoffeln, festkochend ",750,g
Möhre(n) ,2,
Gemüsezwiebel(n) ,1,
Wasser ,350,ml
Gemüsebrühe ,1,Würfel
Sahne ,200,ml
Landjäger ,4,
Bauchspeck ,200,g
Salz und Pfeffer ,,
Öl zum Braten ,,
Nudeln nach Wahl (möglichst keine Spaghetti),300,g
Zwiebel(n) ,2,
"Paprikaschote(n), rot, gelb, grün ",3,
Brokkoli ,½,
Olivenöl ,,etwas
Mais ,1,Dose
"Crème fraîche, à ca. 150 - 200 ml",2,Becher
"Schlagsahne, ca. 200 ml",1,Becher
"Käse, gerieben, à ca. 150 - 200 g",3,Beutel
Frühlingszwiebel(n) ,2,Stange/n
Knoblauch ,1,Zehe/n
"Bohnen, weiße (z. B. Cannellini)",1,Dose
Kirschtomate(n) ,200,g
Kabeljaufilet(s) je ca. 150 g,4,
Salz und Pfeffer ,,
Olivenöl ,3,EL
Pinienkerne ,2,EL
"Kapern, kleine",2,EL
Bio-Zitrone(n) ,½,
"Kartoffeln, mehligkochend ",500,g
Salz ,2,TL
Hefe ,1,Würfel
Dinkelmehl ,500,g
Rapsöl oder Sonnenblumenöl,1,EL
Hagebutten ,1½,kg
"Birne(n), ca. 600 g",3,große
Limettensaft ,10,EL
Cayennepfeffer oder Chilipulver,1,TL
Lebkuchengewürz ,1,TL
Spekulatiusgewürz ,1,TL
Gelierzucker 2:1 ,750,g
Spiralnudeln ,250,g
Remoulade ,30,g
"Senf, mittelscharfer ",2,EL
Tomatenmark ,3,EL
Ananasstücke ,300,g
Tomate(n) ,4,m.-große
Aufschnitt (Geflügelmortadella),100,g
Salz nach Wunsch,,evtl
Butter ,50,g
Zwiebel(n) ,1,
Knoblauch ,2,Zehe/n
Paprikapulver ,2,TLgehäuft
Mehl ,3,TLgehäuft
Brühwürfel ,1,
Wasser ,375,ml
Sauerrahm ,250,ml
Salz ,,
Hühnerkeule(n) ,4,
Apfelessig (Variante 1),2,EL
Artischocke(n) (Variante 2),1,Dose
Putenbrust ,1,kg
Tomatenmark ,5,ELgehäuft
Senf ,5,ELgestr
Champignons ,500,g
Cocktailtomaten ,500,g
Salz und Pfeffer ,,
Oregano ,1,ELgehäuft
Paprikapulver ,1,ELgehäuft
Sahne ,600,ml
Sonnenblumenöl ,5,EL
Olivenöl ,5,EL
Worcestersauce ,,
Gurkenwasser ,5,EL
Zwiebel(n) ,1,
Knoblauchzehe(n) ,5,
Sahneschmelzkäse ,100,g
"Gewürzgurke(n), optional",2,
Sahne ,150,ml
Quark ,200,g
Mascarpone ,300,g
Fruchtmus (Birnenmus),250,g
Zimt ,1,TL
Honig ,1,TL
Vanille ,,etwas
"Hühnerbrust, frisch oder TK",200,g
"Sojasauce (Kecap Tim Ikan 2, s. Anhang)",2,EL
"Süß-sauer-scharf-Sauce, Thai-Art Nr. 3 (s. Anhang)",1,EL
"Sesamöl, hell",1,EL
"chinesische Eiernudeln, trocken, breit (Kuda Menjangan Hofun)",140,g
"Ingwer, frisch oder TK",10,g
"Zwiebel(n), rot ",6,kleine
"Tomate(n), vollreif",2,m.-große
Karotte(n) ,1,kleine
Kailan (Chinesischer Brokkoli) ,60,g
"Maiskörner, gekocht, (Dosenware)",40,g
"Knoblauchzehe(n), frisch",2,m.-große
"Chilischote(n), grün oder rot",1,kleine
Orangensaft ,5,EL
Austernsauce (Saus Tiram),1,EL
"Marinade, aufgefangene",,
Hühnerbrühe (Kraftbouillon),1,TL
Mehl zum Bestäuben,2,EL
Sonnenblumenöl ,4,EL
"Dill, frisch",,n.B
Peperonifäden ,,n.B
Blüten und Blätter ,,n.B
"Kartoffeln, festkochend ",2,m.-große
Karotte(n) ,1,m.-große
"Ingwer, frisch oder TK",20,g
"Zwiebel(n), rot ",4,kleine
"Knoblauchzehe(n), frisch",4,m.-große
"Stangenbohnen, grün",12,
"Peperoni, rot, lang, mild",2,
"Chilischote(n), grün, frisch oder TK",2,kleine
"Tomate(n), vollreif",4,m.-große
Weißkohl ,2,Blätter
Hühnerbrühe (Kraftbouillon),4,g
Tomatensaft ,40,g
"Kokoswasser (Asiashop, Getränke)",80,g
"Reisweinessig, klar, mild",1,EL
Zucker ,1,TL
"Pfeffer, schwarzer aus der Mühle",1,Prisen
"Muskatnuss, geriebene ",1,Prisen
Kardamompulver ,1,Msp
Sonnenblumenöl ,4,EL
"Sesamöl, hell",1,EL
"Schnittsellerieblätter, frisch",,n.B
"Kokosmilch, cremig (24% Fett)",50,g
Karotte(n) ,1,Scheibe/n
"Peperoni, rot ",1,Scheibe/n
"Chilischote(n), rot, frisch oder TK",3,kleine
"Shimeji-Pilze, weißköpfig",150,g
"Shiitake-Pilz(e), getrocknet",4,m.-große
Wasser ,100,g
"Gemüsezwiebel(n), braun",1,m.-große
"Knoblauchzehe(n), frisch",2,m.-große
Olivenöl extra vergine,2,EL
"Kokosmilch, cremig, (24% Fett)",150,g
"Kokoswasser (Asiashop, Getränke)",150,g
Hühnerbrühe (Kraftbouillon),8,g
"Pfeffer, schwarzer aus der Mühle",1,TLgestr
"Muskatnuss, geriebene ",1,TLgestr
Kardamompulver ,1,Msp
Madeira ,2,EL
"Schnittsellerieblätter, frisch oder TK",2,EL
"Ciabattabrötchen, frisch",1,
"Emmentaler, nussig",4,Scheibe/n
Bergkäse ,2,Scheibe/n
"Ciabattabrötchen, frisch",6,Scheibe/n
"Tomate(n), getrocknete, grob geraspelt",2,Prisen
"Bohnen, schwarze",140,g
Banane(n) ,1,m.-große
Mandel(n) oder Nüsse nach Wahl,15,g
Kakaopulver ,1,TL
"Mandelmilch (Mandeldrink), alternativ Soja-, Hafer- oder Kokosmilch",50,ml
Mandelmus ,50,g
Ahornsirup ,40,g
Salz ,1,Prisen
Wasser ,½,Tasse/n
"Zitrone(n), Saft davon ",1,
"Zucker oder Honig, Menge auch nach Bedarf",2,TL
Pfeffer ,,n.B
"Dill, getrocknet oder frisch",2,TL
Sonnenblumenöl ,2,EL
Salatgurke(n) ,2,
Salz ,2,TL
Olivenöl ,2,EL
"Hackfleisch, gemischt ",500,g
Zwiebel(n) ,2,m.-große
Tomatenmark ,3,ELgehäuft
"Langkornreis oder Basmati, bereits gekocht",250,g
"Chicorée, möglichst gleiche dicker",600,g
"Weißwein, eventuell auch Milch oder Wasser",200,ml
Bacon ,100,g
Butterflöckchen ,,einige
"Schmand oder Crème fraîche, à ca. 150 g",1,Becher
"Naturjoghurt, à ca. 150 g",1,Becher
Salz und Pfeffer ,,
"Paprikapulver, edelsüß ",,
Estragon ,,
Petersilie ,,
"Gouda, gerieben",100,g
Haferflocken (ggf. glutenfrei),250,g
Dattel(n) ,80,g
Mandelmilch (Mandeldrink) ,150,ml
"Kakaopulver, ungesüßt ",15,g
Kokosöl ,50,g
Hokkaidokürbis(se) ,1,kleiner
Mandelmilch (Mandeldrink) ,700,ml
Vanillepuddingpulver ,2,Paket
"Kakaopulver, ungesüßt ",80,g
Dattel(n) ,200,g
Kokosöl ,25,g
Agavendicksaft oder Kokosblütenzucker,,n.B
Zucker ,250,g
Butter ,250,g
Mehl ,500,g
Ei(er) ,1,
Backpulver ,1,Pck
Vanillezucker ,1,Pck
Sauerkirschen ,2,Gläser
"Kirschsaft, aus dem Sauerkirsch-Glas plus eventuell weiterer",800,ml
Vanillepudding ,2,Pck
Mehl ,300,g
Zucker ,150,g
